rank,person,telegram_username,telegram_messages,discord_username,discord_messages,x_posts,articles,videos,total,first,last,telegram_distinct_days,verified_activity_days_min,public_groups,identity_note,summary_tier,activity_summary
463,Mikel,@Mikelito74,38,,0,0,0,0,38,2022-10-23,2025-06-28,14,14,3,Telegram human account; Discord not individually inventoried,,
464,Oneluckybeard,@OneLuckyBeard,38,,0,0,0,0,38,2022-12-29,2025-09-03,23,23,6,Telegram human account; Discord not individually inventoried,,
465,SINA Ghiasvand,@SINA19801359,38,,0,0,0,0,38,2022-11-04,2023-11-20,12,12,2,Telegram human account; Discord not individually inventoried,,
466,Vic,@cryptoviic,38,,0,0,0,0,38,2024-03-14,2024-03-30,10,10,2,Telegram human account; Discord not individually inventoried,,
467,Alireza,@Alizferr,37,,0,0,0,0,37,2021-10-26,2023-11-22,9,9,1,Telegram human account; Discord not individually inventoried,,
468,Caco⭕️,@caca012,37,,0,0,0,0,37,2023-04-02,2023-04-06,3,3,1,Telegram human account; Discord not individually inventoried,,
469,Edward,@rig5000,37,,0,0,0,0,37,2021-11-07,2025-06-21,9,9,1,Telegram human account; Discord not individually inventoried,,
470,Matt Brace (Type AI Technologies) (Won't DM First),@Mattbrace,37,,0,0,0,0,37,2023-09-21,2023-11-14,6,6,2,Telegram human account; Discord not individually inventoried,,
471,S.h.hosseini,@Arthur852hz,37,,0,0,0,0,37,2023-11-22,2023-12-06,3,3,1,Telegram human account; Discord not individually inventoried,,
472,Sadra,@Sadra_gowhari,37,,0,0,0,0,37,2022-10-31,2024-04-02,12,12,2,Telegram human account; Discord not individually inventoried,,
473,🐳eNke.nodle.eth,@cafeconenke,37,,0,0,0,0,37,2022-12-05,2023-05-22,14,14,2,Telegram human account; Discord not individually inventoried,,
474,Airdrop Alpha 🐾| Drops💧'Meshchain.Ai' Σ,@alphacryptoZ,36,,0,0,0,0,36,2025-01-30,2025-02-20,8,8,1,Telegram human account; Discord not individually inventoried,,
475,Alkimi: ChrisA,@christophLuca,36,,0,0,0,0,36,2022-12-23,2023-11-22,11,11,1,Telegram human account; Discord not individually inventoried,,
476,Ethan,@idkwhyehidk,36,,0,0,0,0,36,2022-12-15,2025-01-26,7,7,2,Telegram human account; Discord not individually inventoried,,
477,Matt,,36,,0,0,0,0,36,2022-02-13,2025-10-07,9,9,3,Telegram human account; Discord not individually inventoried,,
478,qlamenxHD,@qlamenxHD,36,,0,0,0,0,36,2022-01-26,2023-11-20,12,12,2,Telegram human account; Discord not individually inventoried,,
479,Tayyip Müftüğlu,@tayyipmftgl,36,,0,0,0,0,36,2023-04-03,2023-08-07,14,14,1,Telegram human account; Discord not individually inventoried,,
480,0xBullet,@kconetop,35,,0,0,0,0,35,2023-11-27,2024-07-08,6,6,1,Telegram human account; Discord not individually inventoried,,
481,amirali,@imamiraliiiii,35,,0,0,0,0,35,2024-05-13,2024-12-02,5,5,1,Telegram human account; Discord not individually inventoried,,
483,Loler Zone,@lolerzone,35,,0,0,0,0,35,2023-03-06,2025-07-13,16,16,2,Telegram human account; Discord not individually inventoried,,
485,Sean,@SeanAtdCommunity,35,,0,0,0,0,35,2021-11-30,2025-01-30,10,10,2,Telegram human account; Discord not individually inventoried,,
486,Unknown,,35,,0,0,0,0,35,2024-03-27,2024-03-31,4,4,1,Telegram human account; Discord not individually inventoried,,
487,..........,,34,,0,0,0,0,34,2021-07-14,2025-06-08,22,22,2,Telegram human account; Discord not individually inventoried,,
488,bapt,@bapttttt,34,,0,0,0,0,34,2021-01-29,2025-05-10,16,16,2,Telegram human account; Discord not individually inventoried,,
489,dalgözen,@dalgozen,34,,0,0,0,0,34,2023-04-02,2023-11-22,10,10,2,Telegram human account; Discord not individually inventoried,,
490,Diederick,@DiederickJacobs,34,,0,0,0,0,34,2024-01-01,2024-10-10,18,18,2,Telegram human account; Discord not individually inventoried,,
491,Diesel 🟦🟩,@DieselOTC,34,,0,0,0,0,34,2023-11-20,2023-12-05,9,9,3,Telegram human account; Discord not individually inventoried,,
492,hossein.refahi🐢,@Hosseinr3032,34,,0,0,0,0,34,2023-11-20,2025-09-24,10,10,1,Telegram human account; Discord not individually inventoried,,
493,Joseph,@jjiaoyuwang,34,,0,0,0,0,34,2024-12-03,2025-11-15,14,14,2,Telegram human account; Discord not individually inventoried,,
494,Jukrekt,@jukrekt,34,,0,0,0,0,34,2021-03-08,2021-03-26,4,4,1,Telegram human account; Discord not individually inventoried,,
495,K,@dl_id21,34,,0,0,0,0,34,2024-05-31,2026-07-01,8,8,1,Telegram human account; Discord not individually inventoried,,
496,Kero,,34,,0,0,0,0,34,2024-08-28,2024-09-11,4,4,2,Telegram human account; Discord not individually inventoried,,
497,Maine Koon,@MaineKoonKoin,34,,0,0,0,0,34,2024-01-02,2024-06-28,21,21,5,Telegram human account; Discord not individually inventoried,,
498,Mario | I Never DM first,@TehRibbon,34,,0,0,0,0,34,2021-12-12,2023-11-24,8,8,2,Telegram human account; Discord not individually inventoried,,
499,Xpo,@XpoInazo,34,,0,0,0,0,34,2022-05-10,2023-11-22,18,18,1,Telegram human account; Discord not individually inventoried,,
500,Ігор Яхимець,@igor007777,34,,0,0,0,0,34,2022-10-22,2023-12-02,17,17,2,Telegram human account; Discord not individually inventoried,,
501,Chinedu 🐾🐾 🗝️Nordom🚪,@Chinedusmile,33,,0,0,0,0,33,2024-11-08,2025-02-20,24,24,1,Telegram human account; Discord not individually inventoried,,
502,Frank,@UpsideRightDown,33,,0,0,0,0,33,2021-11-26,2024-11-02,18,18,3,Telegram human account; Discord not individually inventoried,,
503,Juan Antonio,@Shimmersi,33,,0,0,0,0,33,2023-11-21,2024-01-28,2,2,1,Telegram human account; Discord not individually inventoried,,
504,MD,,33,,0,0,0,0,33,2023-12-14,2024-09-26,12,12,1,Telegram human account; Discord not individually inventoried,,
505,mifune,@toshiromf,33,,0,0,0,0,33,2022-03-30,2023-06-10,4,4,2,Telegram human account; Discord not individually inventoried,,
506,Milan,@Mili818,33,,0,0,0,0,33,2022-11-05,2022-12-15,9,9,2,Telegram human account; Discord not individually inventoried,,
507,millieeee ⭕,@Lemeowman,33,,0,0,0,0,33,2020-11-19,2020-12-03,10,10,1,Telegram human account; Discord not individually inventoried,,
508,Ocho Rios,@Ocho_Rios,33,,0,0,0,0,33,2022-05-16,2024-05-17,7,7,2,Telegram human account; Discord not individually inventoried,,
509,Pichel,@Picheldump,33,,0,0,0,0,33,2022-10-26,2023-07-29,12,12,1,Telegram human account; Discord not individually inventoried,,
510,Pieter Pap,,33,,0,0,0,0,33,2024-03-21,2024-11-05,18,18,2,Telegram human account; Discord not individually inventoried,,
511,siam.samouraiiiiiii,@Samouraiiiiiiiiiiiiiiii,33,,0,0,0,0,33,2023-11-21,2023-11-22,2,2,1,Telegram human account; Discord not individually inventoried,,
512,Sy,@sikadk,33,,0,0,0,0,33,2024-10-07,2024-12-13,27,27,1,Telegram human account; Discord not individually inventoried,,
513,XxXxXxXxXxXxXxXxXxX,@XxXxXxXxXxXxXxXxXxXxXxXxXxXxX999,33,,0,0,0,0,33,2022-03-14,2022-11-13,2,2,1,Telegram human account; Discord not individually inventoried,,
514,Хамид⸙ꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋ◡̈⃝ㅤ,@ozx12344444,33,,0,0,0,0,33,2025-02-04,2025-02-10,6,6,1,Telegram human account; Discord not individually inventoried,,
515,Aapo Granqvist,@aapodaniel,32,,0,0,0,0,32,2023-06-13,2023-12-01,4,4,1,Telegram human account; Discord not individually inventoried,,
516,Bill Jones,,32,,0,0,0,0,32,2022-12-24,2023-01-12,4,4,2,Telegram human account; Discord not individually inventoried,,
518,GinoFPM,@GinoFPM,32,,0,0,0,0,32,2023-05-15,2023-08-29,7,7,1,Telegram human account; Discord not individually inventoried,,
519,Javier,,32,,0,0,0,0,32,2024-12-04,2026-06-09,21,21,2,Telegram human account; Discord not individually inventoried,,
520,Mehrsa,@Mehri371,32,,0,0,0,0,32,2021-08-29,2021-09-09,3,3,1,Telegram human account; Discord not individually inventoried,,
521,mmr,@em_em_ar,32,,0,0,0,0,32,2023-04-27,2023-05-23,13,13,2,Telegram human account; Discord not individually inventoried,,
522,rgb33753 rgb33753,@G3erb,32,,0,0,0,0,32,2023-11-30,2023-12-06,5,5,1,Telegram human account; Discord not individually inventoried,,
523,Smallcapswin,@manccomore,32,,0,0,0,0,32,2023-01-03,2023-04-06,5,5,1,Telegram human account; Discord not individually inventoried,,
524,▴ ꯭꯭ٜٖٜ‌꯭‌ᴍ‌ᴀ꯭‌꯭‌ʜ꯭‌꯭‌ᴅ꯭‌꯭‌ɪ꯭‌꯭꯭꯭ٜٖٖٜٖ‌ ▾,@mahdiw8200,32,,0,0,0,0,32,2023-04-06,2023-05-13,10,10,1,Telegram human account; Discord not individually inventoried,,
525,Anton Shkuratov,@shkrtv,31,,0,0,0,0,31,2022-03-04,2022-04-24,5,5,1,Telegram human account; Discord not individually inventoried,,
526,Artem Shamsutdinov,,31,,0,0,0,0,31,2021-03-11,2023-02-26,8,8,1,Telegram human account; Discord not individually inventoried,,
527,Because Get rich,@Because_Get_rich,31,,0,0,0,0,31,2023-12-11,2024-02-05,3,3,1,Telegram human account; Discord not individually inventoried,,
528,Fadhil Luqman,@taymenc,31,,0,0,0,0,31,2021-11-26,2024-02-28,4,4,1,Telegram human account; Discord not individually inventoried,,
530,Harry,@Useless245,31,,0,0,0,0,31,2023-10-24,2025-04-18,4,4,1,Telegram human account; Discord not individually inventoried,,
531,ismail byk,@bykismail,31,,0,0,0,0,31,2022-12-15,2023-03-25,4,4,1,Telegram human account; Discord not individually inventoried,,
532,Jalal niazi,@Jalalniazi,31,,0,0,0,0,31,2021-08-30,2025-07-11,19,19,1,Telegram human account; Discord not individually inventoried,,
533,Jan,@Xurial,31,,0,0,0,0,31,2023-04-28,2023-10-27,18,18,2,Telegram human account; Discord not individually inventoried,,
534,Revolution,@revolutionx,31,,0,0,0,0,31,2022-11-24,2025-09-14,14,14,3,Telegram human account; Discord not individually inventoried,,
535,shaban ̲͇̮̹̫͚͉̺̪̟͙̥̻͕͔̖̗͎͈̝͍̤̣̄̅͟͜͢͞ͅ ̆̉̃͊͋͆̐̂̌͐̀̋̓̾̈́̈́̾̓̋̚͘͘͠,@Mars1000000,31,,0,0,0,0,31,2023-06-09,2026-06-19,6,6,1,Telegram human account; Discord not individually inventoried,,
536,Steve •● 🇬🇷🇷🇺,@SotiriosLNR,31,,0,0,0,0,31,2022-03-09,2022-11-06,5,5,1,Telegram human account; Discord not individually inventoried,,
538,Zlatan,@zlatan0102,31,,0,0,0,0,31,2025-02-19,2025-11-26,16,16,1,Telegram human account; Discord not individually inventoried,,
539,©,@Saituf,31,,0,0,0,0,31,2021-11-14,2022-06-22,6,6,1,Telegram human account; Discord not individually inventoried,,
540,ابزار علمدار,@abzaralamdar,31,,0,0,0,0,31,2023-06-26,2025-09-23,19,19,1,Telegram human account; Discord not individually inventoried,,
541,168 雪狼,@snowwolf168,30,,0,0,0,0,30,2023-11-23,2024-01-28,6,6,1,Telegram human account; Discord not individually inventoried,,
542,Aaron,@NZD_Aaron,30,,0,0,0,0,30,2023-11-23,2023-12-18,4,4,2,Telegram human account; Discord not individually inventoried,,
543,Absor,@absortian,30,,0,0,0,0,30,2022-08-12,2023-04-06,9,9,1,Telegram human account; Discord not individually inventoried,,
545,Cos,@cosbo,30,,0,0,0,0,30,2022-11-05,2024-06-18,5,5,1,Telegram human account; Discord not individually inventoried,,
546,D,,30,,0,0,0,0,30,2022-10-31,2023-01-24,6,6,1,Telegram human account; Discord not individually inventoried,,
547,Dante,@Dante_Crypto,30,,0,0,0,0,30,2022-04-09,2022-08-17,14,14,1,Telegram human account; Discord not individually inventoried,,
548,Gsús,,30,,0,0,0,0,30,2021-12-15,2026-01-09,12,12,1,Telegram human account; Discord not individually inventoried,,
549,jojo gugi,@jojogugi,30,,0,0,0,0,30,2023-04-25,2023-12-29,11,11,3,Telegram human account; Discord not individually inventoried,,
550,Matthias Uhl,,30,,0,0,0,0,30,2021-05-17,2023-11-22,17,17,3,Telegram human account; Discord not individually inventoried,,
551,Tseu Tseu - τao,@tseutseu,30,,0,0,0,0,30,2023-06-30,2023-08-09,3,3,1,Telegram human account; Discord not individually inventoried,,
552,Verified Voyager,,30,,0,0,0,0,30,2021-11-04,2021-11-05,2,2,1,Telegram human account; Discord not individually inventoried,,
553,Alejandro,@aleaguilar000,29,,0,0,0,0,29,2024-06-15,2024-07-09,10,10,3,Telegram human account; Discord not individually inventoried,,
554,Chris,@Chris_Cryp,29,,0,0,0,0,29,2023-11-20,2023-12-21,5,5,1,Telegram human account; Discord not individually inventoried,,
555,Gator,@HB_Horizon,29,,0,0,0,0,29,2024-01-22,2025-12-19,7,7,1,Telegram human account; Discord not individually inventoried,,
556,Jak,@jacknjoness,29,,0,0,0,0,29,2022-12-05,2022-12-16,4,4,1,Telegram human account; Discord not individually inventoried,,
557,KadabraKryptox,@Kadabrakryptox,29,,0,0,0,0,29,2024-10-18,2025-05-11,9,9,1,Telegram human account; Discord not individually inventoried,,
558,Kyo,@kyomur,29,,0,0,0,0,29,2022-05-09,2025-09-27,24,24,3,Telegram human account; Discord not individually inventoried,,
560,Mixibo,@mixibo_dev,29,,0,0,0,0,29,2022-11-05,2024-06-08,9,9,2,Telegram human account; Discord not individually inventoried,,
561,O,@Big014,29,,0,0,0,0,29,2022-10-23,2022-10-31,2,2,1,Telegram human account; Discord not individually inventoried,,
562,Weli,@Wxbona11,29,,0,0,0,0,29,2023-07-11,2024-03-25,20,20,1,Telegram human account; Discord not individually inventoried,,
563,Zach,@zmill28,29,,0,0,0,0,29,2021-12-10,2022-05-11,8,8,1,Telegram human account; Discord not individually inventoried,,
564,🆙 The Brand,@ThePhenom001,29,,0,0,0,0,29,2025-02-04,2025-03-02,7,7,1,Telegram human account; Discord not individually inventoried,,
565,0x1H,@Alpha0x1H,28,,0,0,0,0,28,2024-03-01,2024-03-13,6,6,1,Telegram human account; Discord not individually inventoried,,
566,Ali,,28,,0,0,0,0,28,2023-04-13,2023-04-14,2,2,1,Telegram human account; Discord not individually inventoried,,
567,Fino Como El Haze,@finocomoel_haze,28,,0,0,0,0,28,2021-03-10,2022-12-23,8,8,1,Telegram human account; Discord not individually inventoried,,
568,Gk Bn,,28,,0,0,0,0,28,2023-07-17,2026-02-27,6,6,1,Telegram human account; Discord not individually inventoried,,
569,Globetard,@globetardio,28,,0,0,0,0,28,2023-12-13,2024-01-01,3,3,1,Telegram human account; Discord not individually inventoried,,
570,Johno,@zagatolooper,28,,0,0,0,0,28,2021-11-07,2022-12-15,8,8,2,Telegram human account; Discord not individually inventoried,,
571,葡萄 皮,,28,,0,0,0,0,28,2021-12-01,2024-03-03,13,13,4,Telegram human account; Discord not individually inventoried,,
574,B,@BB5542,27,,0,0,0,0,27,2023-05-24,2023-12-22,4,4,1,Telegram human account; Discord not individually inventoried,,
575,CryptoCibai,@slimolic,27,,0,0,0,0,27,2023-05-23,2024-01-22,16,16,2,Telegram human account; Discord not individually inventoried,,
576,Erik Saberski,@eriksaber,27,,0,0,0,0,27,2024-04-02,2025-02-17,11,11,2,Telegram human account; Discord not individually inventoried,,
577,Houssain .,@peraarq,27,,0,0,0,0,27,2024-02-14,2024-06-22,8,8,1,Telegram human account; Discord not individually inventoried,,
578,Iván,@Pabilao,27,,0,0,0,0,27,2021-11-05,2024-05-22,10,10,1,Telegram human account; Discord not individually inventoried,,
579,Izecube 🖱️,@Izecube,27,,0,0,0,0,27,2022-10-31,2022-12-01,5,5,1,Telegram human account; Discord not individually inventoried,,
581,Kourosh Hpf,@KouroshHp27,27,,0,0,0,0,27,2025-04-03,2025-12-14,18,18,2,Telegram human account; Discord not individually inventoried,,
582,M-log1,@log1_053,27,,0,0,0,0,27,2023-05-05,2023-05-12,2,2,2,Telegram human account; Discord not individually inventoried,,
583,MakeShiftNode,@HistoryStrongest,27,,0,0,0,0,27,2023-04-16,2023-04-18,2,2,2,Telegram human account; Discord not individually inventoried,,
584,Methamphetamantonio,@BrokeAsShit,27,,0,0,0,0,27,2023-12-19,2024-03-19,6,6,1,Telegram human account; Discord not individually inventoried,,
585,MvC,,27,,0,0,0,0,27,2024-04-24,2024-11-07,9,9,2,Telegram human account; Discord not individually inventoried,,
586,Sayf,@suchenachwissen,27,,0,0,0,0,27,2024-12-23,2025-10-08,7,7,1,Telegram human account; Discord not individually inventoried,,
587,TB303,@TB303DE,27,,0,0,0,0,27,2021-11-11,2023-11-20,11,11,2,Telegram human account; Discord not individually inventoried,,
588,Universe,@Universebye,27,,0,0,0,0,27,2024-03-02,2025-08-26,7,7,1,Telegram human account; Discord not individually inventoried,,
589,Zhao Xi,@xt1085,27,,0,0,0,0,27,2023-11-20,2023-12-08,6,6,1,Telegram human account; Discord not individually inventoried,,
590,علیــ♕ــشاه⁶¹⁸,@Alishahbtc,27,,0,0,0,0,27,2023-10-25,2024-10-05,5,5,2,Telegram human account; Discord not individually inventoried,,
591,⛧Mat C,@hadevil,27,,0,0,0,0,27,2021-03-11,2022-05-31,15,15,2,Telegram human account; Discord not individually inventoried,,
592,ALPHA A,@Alphaa102,26,,0,0,0,0,26,2022-10-10,2022-10-18,2,2,1,Telegram human account; Discord not individually inventoried,,
593,Anon,@Zygno,26,,0,0,0,0,26,2020-11-20,2022-01-18,16,16,1,Telegram human account; Discord not individually inventoried,,
594,Bombolla,,26,,0,0,0,0,26,2022-10-30,2023-04-27,11,11,3,Telegram human account; Discord not individually inventoried,,
595,Chipeun,@Chipeun,26,,0,0,0,0,26,2021-12-19,2023-11-05,10,10,1,Telegram human account; Discord not individually inventoried,,
596,Crypto_X100_Hunter (Check BIO),@X100GemHunterR,26,,0,0,0,0,26,2023-01-06,2023-01-07,2,2,2,Telegram human account; Discord not individually inventoried,,
597,DineroDom,@Dinero_Dom,26,,0,0,0,0,26,2024-04-11,2024-05-02,7,7,1,Telegram human account; Discord not individually inventoried,,
598,Hadi,@Hadi_Fe,26,,0,0,0,0,26,2022-11-05,2024-04-07,6,6,1,Telegram human account; Discord not individually inventoried,,
599,K S,,26,,0,0,0,0,26,2023-12-17,2024-08-23,7,7,1,Telegram human account; Discord not individually inventoried,,
600,Odims_Industrial,@Odims_Ind,26,,0,0,0,0,26,2022-06-02,2024-03-22,6,6,1,Telegram human account; Discord not individually inventoried,,
601,R G,,26,,0,0,0,0,26,2023-08-29,2026-03-20,9,9,1,Telegram human account; Discord not individually inventoried,,
602,Rodney Trotter,@triggerednometry,26,,0,0,0,0,26,2023-08-05,2023-11-10,5,5,2,Telegram human account; Discord not individually inventoried,,
603,SAYEDREZA ALIZADAH,@ASRA124000,26,,0,0,0,0,26,2022-10-31,2024-08-10,10,10,1,Telegram human account; Discord not individually inventoried,,
604,T2PSYCHO,@t2psycho,26,,0,0,0,0,26,2021-11-24,2022-11-06,15,15,2,Telegram human account; Discord not individually inventoried,,
605,Totoro,@cryptototoro,26,,0,0,0,0,26,2021-11-02,2024-03-15,10,10,2,Telegram human account; Discord not individually inventoried,,
606,V N,@simsalabim40,26,,0,0,0,0,26,2023-12-15,2025-04-13,7,7,1,Telegram human account; Discord not individually inventoried,,
607,Vittorio D'Alessandro,@vittorio9397,26,,0,0,0,0,26,2023-05-16,2023-05-17,2,2,1,Telegram human account; Discord not individually inventoried,,
608,Wealthylifestyle,@wealthylifestyle,26,,0,0,0,0,26,2021-11-09,2022-04-04,10,10,2,Telegram human account; Discord not individually inventoried,,
610,Carlo91,@Carlo91,25,,0,0,0,0,25,2023-02-07,2023-11-16,6,6,2,Telegram human account; Discord not individually inventoried,,
611,Gaizka,@Gaizka15,25,,0,0,0,0,25,2021-12-21,2023-12-05,11,11,2,Telegram human account; Discord not individually inventoried,,
612,Ivan,@Tbx86,25,,0,0,0,0,25,2022-01-16,2023-11-20,7,7,1,Telegram human account; Discord not individually inventoried,,
